query.name	score.percentage
arVOG_210	0.82
arVOG_211	0.94
arVOG_212	0.91
arVOG_213	0.92
arVOG_214	0.94
arVOG_215	0.9
arVOG_216	0.85
arVOG_217	0.9
arVOG_218	0.86
arVOG_219	0.93
arVOG_22	0.74
arVOG_220	0.92
arVOG_221	0.9
arVOG_222	0.95
arVOG_223	0.95
arVOG_224	0.82
arVOG_225	0.93
arVOG_226	0.8
arVOG_227	0.96
arVOG_228	0
arVOG_229	0.83
arVOG_23	0.98
arVOG_230	0.95
arVOG_231	0.95
arVOG_232	0.97
arVOG_233	0.97
arVOG_234	0.94
arVOG_235	0.77
arVOG_236	0.84
arVOG_237	0.88
arVOG_238	0.91
arVOG_239	0.93
arVOG_24	0.96
arVOG_240	0.93
arVOG_241	0.96
arVOG_242	0.9
arVOG_243	0.95
arVOG_244	0.84
arVOG_245	0.91
arVOG_246	0.92
arVOG_247	0.95
arVOG_248	0.96
arVOG_249	0.9
arVOG_25	0.78
arVOG_250	0.85
arVOG_251	0.78
arVOG_252	0.82
arVOG_253	0.95
arVOG_254	0.96
arVOG_255	0.91
arVOG_256	0.94
arVOG_257	0.95
arVOG_258	0.92
arVOG_259	0.92
arVOG_26	0.92
arVOG_260	0.92
arVOG_261	0.95
arVOG_262	0.82
arVOG_263	0.93
arVOG_264	0.64
arVOG_265	0.94
arVOG_266	0.99
arVOG_267	0.87
arVOG_268	0.91
arVOG_269	0.91
arVOG_27	0.97
arVOG_270	0.9
arVOG_271	0.61
arVOG_272	0.84
arVOG_273	0.96
arVOG_274	0.99
arVOG_275	0.94
arVOG_276	0.95
arVOG_277	0.96
arVOG_278	0.88
arVOG_279	0.96
arVOG_28	0.91
arVOG_280	0.89
arVOG_281	0.87
arVOG_282	0.93
arVOG_283	0.85
arVOG_284	0.92
arVOG_285	0.85
arVOG_286	0.95
arVOG_287	0.89
arVOG_288	0.92
arVOG_289	0.86
arVOG_29	0.84
arVOG_290	0.83
arVOG_291	0.9
arVOG_292	0.9
arVOG_293	0.96
arVOG_294	0.96
arVOG_295	0.87
arVOG_296	0.88
arVOG_297	0.74
arVOG_298	0.94
arVOG_299	1
arVOG_3	0.69
arVOG_30	0.94
arVOG_300	0.95
arVOG_301	0.94
arVOG_302	0.77
arVOG_303	0.92
arVOG_304	0.85
arVOG_305	0.9
arVOG_306	0.93
arVOG_307	0.83
arVOG_308	0.61
arVOG_309	0.91
arVOG_31	0.86
arVOG_310	0.33
arVOG_311	0.89
arVOG_312	0.91
arVOG_313	0.98
arVOG_314	0.94
arVOG_315	0.93
arVOG_316	0.94
arVOG_317	0.89
arVOG_318	0.89
arVOG_319	0.89
arVOG_32	0.85
arVOG_320	0.89
arVOG_321	0.92
arVOG_322	0.87
arVOG_323	0.89
arVOG_324	0.89
arVOG_325	0
arVOG_326	0.87
arVOG_327	0.96
arVOG_328	0.94
arVOG_329	0.89
arVOG_33	0.94
arVOG_330	0.9
arVOG_331	0.93
arVOG_332	0.93
arVOG_333	0.96
arVOG_334	0.84
arVOG_335	0.88
arVOG_336	0.9
arVOG_337	0.9
arVOG_338	0.97
arVOG_339	0.91
arVOG_34	0.95
arVOG_340	0.86
arVOG_341	0.87
arVOG_342	0.85
arVOG_343	0.93
arVOG_344	0.88
arVOG_345	0.79
arVOG_346	0.89
arVOG_347	1
arVOG_348	0.9
arVOG_349	0.91
arVOG_35	0.93
arVOG_350	1
arVOG_351	0.98
arVOG_352	0.96
arVOG_353	0.9
arVOG_354	0.77
arVOG_355	0.96
arVOG_356	0.98
arVOG_357	0.87
arVOG_358	0.92
arVOG_359	0.94
arVOG_36	0.87
arVOG_360	0.85
arVOG_361	0.96
arVOG_362	0.91
arVOG_363	0.99
arVOG_364	0.96
arVOG_365	0.83
arVOG_366	0.92
arVOG_367	0.97
arVOG_368	0.9
arVOG_369	0.91
arVOG_37	0.9
arVOG_370	0.98
arVOG_371	0.9
arVOG_372	0.83
arVOG_373	0.95
arVOG_374	0.95
arVOG_375	0.91
arVOG_376	0.88
arVOG_377	0.9
arVOG_378	0.94
arVOG_379	0.96
arVOG_38	0.96
arVOG_380	0.94
arVOG_381	0.92
arVOG_382	0.9
arVOG_383	0.86
arVOG_384	0.89
arVOG_385	0.78
arVOG_386	0.93
arVOG_387	0.93
arVOG_388	0.89
arVOG_389	0.93
arVOG_39	0.98
arVOG_390	0.95
arVOG_391	0.95
arVOG_392	0.95
arVOG_393	0.89
arVOG_394	0.92
arVOG_395	0.96
arVOG_396	0.92
arVOG_397	0.9
arVOG_398	0.94
arVOG_399	0.94
arVOG_4	0.98
arVOG_40	0.98
arVOG_400	0.93
arVOG_401	0.87
arVOG_402	0.96
arVOG_403	0.95
arVOG_404	0.9
arVOG_405	0.85
arVOG_406	0.87
arVOG_407	0.87
arVOG_408	0.9
arVOG_409	0.92
arVOG_41	0.9
arVOG_410	0.98
arVOG_411	0.86
arVOG_412	0.81
arVOG_413	0.88
arVOG_414	0.9
arVOG_415	0.9
arVOG_416	0.85
arVOG_417	0.9
arVOG_418	0.92
arVOG_419	0.9
arVOG_42	0.98
arVOG_420	0.93
arVOG_421	0.91
arVOG_422	0.96
arVOG_423	0.96
arVOG_424	0.93
arVOG_425	1
arVOG_426	0.93
arVOG_427	0.84
arVOG_428	0.93
arVOG_429	0.89
arVOG_43	0.89
arVOG_430	0.9
arVOG_431	0.87
arVOG_432	0.87
arVOG_433	0.94
arVOG_434	1
arVOG_435	0.93
arVOG_436	0.9
arVOG_437	0.91
arVOG_438	0.94
arVOG_439	0.91
arVOG_44	0.95
arVOG_440	0.92
arVOG_441	0.91
arVOG_442	0.95
arVOG_443	0.88
arVOG_444	0.98
arVOG_445	0.9
arVOG_446	0.83
arVOG_447	1
arVOG_448	0.84
arVOG_449	0.91
arVOG_45	0.95
arVOG_450	0.86
arVOG_451	0.94
arVOG_452	0.86
arVOG_453	0.9
arVOG_454	0.9
arVOG_455	0.96
arVOG_456	0.97
arVOG_457	0.91
arVOG_458	0.93
arVOG_459	0.94
arVOG_46	0.95
arVOG_460	0.84
arVOG_461	0.89
arVOG_462	0.9
arVOG_463	0.97
arVOG_464	0.93
arVOG_465	0.95
arVOG_466	0.97
arVOG_467	0.97
arVOG_468	0.97
arVOG_469	0.95
arVOG_47	0.74
arVOG_470	0.92
arVOG_471	0.95
arVOG_472	0.98
arVOG_473	0.94
arVOG_474	0.88
arVOG_475	1
arVOG_476	1
arVOG_477	0.94
arVOG_478	0.91
arVOG_479	0.92
arVOG_48	0.91
arVOG_480	0.95
arVOG_481	0.88
arVOG_482	0.95
arVOG_483	0.95
arVOG_484	0.93
arVOG_485	0.93
arVOG_486	0.96
arVOG_487	0.99
arVOG_488	0.96
arVOG_489	0.94
arVOG_49	0.97
arVOG_490	0.85
arVOG_491	0.94
arVOG_492	0.97
arVOG_493	0.98
arVOG_494	0.79
arVOG_495	0.91
arVOG_496	0.89
arVOG_497	1
arVOG_498	0.99
arVOG_499	0.98
arVOG_5	0.96
arVOG_50	0.98
arVOG_500	0.95
arVOG_501	0.92
arVOG_502	0.96
arVOG_503	0.95
arVOG_504	0.95
arVOG_505	0.96
arVOG_506	0.98
arVOG_507	0.93
arVOG_508	0.94
arVOG_509	1
arVOG_51	0.96
arVOG_510	1
arVOG_511	0.92
arVOG_512	0.91
arVOG_513	0.92
arVOG_514	1
arVOG_515	0.96
arVOG_516	0.96
arVOG_517	0.92
arVOG_518	0.9
arVOG_519	0.95
arVOG_52	0.96
arVOG_520	0.95
arVOG_521	0.91
arVOG_522	0.94
arVOG_523	0.98
arVOG_524	0.97
arVOG_525	0.92
arVOG_526	0.93
arVOG_527	1
arVOG_528	0.96
arVOG_529	1
arVOG_53	0.91
arVOG_530	0.9
arVOG_531	0.92
arVOG_532	0.96
arVOG_533	0.91
arVOG_534	0.91
arVOG_535	0.92
arVOG_536	0.85
arVOG_537	0.97
arVOG_538	0.88
arVOG_539	0.88
arVOG_54	0.88
arVOG_540	0.96
arVOG_541	0.91
arVOG_542	0.95
arVOG_543	0.95
arVOG_544	0.94
arVOG_545	0.94
arVOG_546	0
arVOG_547	0.96
arVOG_548	0.97
arVOG_549	0.67
arVOG_55	0.93
arVOG_550	0.87
arVOG_551	0.86
arVOG_552	0.94
arVOG_553	0.97
arVOG_554	0.87
arVOG_555	0.91
arVOG_556	0.95
arVOG_557	0.84
arVOG_558	0.6
arVOG_559	0.97
arVOG_56	0.64
arVOG_560	0.95
arVOG_561	0.9
arVOG_562	0.92
arVOG_563	0.91
arVOG_564	0.92
arVOG_565	0.93
arVOG_566	1
arVOG_567	0.93
arVOG_568	1
arVOG_569	0.92
arVOG_57	0.98
arVOG_570	0.93
arVOG_571	0.95
arVOG_572	0.91
arVOG_573	0.9
arVOG_574	0.88
arVOG_575	0.94
arVOG_576	0.96
arVOG_577	0.97
arVOG_578	0.89
arVOG_579	0.92
arVOG_58	0.96
arVOG_580	0.89
arVOG_581	0.95
arVOG_582	0.84
arVOG_583	0.88
arVOG_584	0.91
arVOG_585	0.91
arVOG_586	0.92
arVOG_587	0.87
arVOG_588	0.88
arVOG_589	1
arVOG_59	0.92
arVOG_590	0.97
arVOG_591	0.96
arVOG_592	0.91
arVOG_593	1
arVOG_594	0.95
arVOG_595	0.86
arVOG_596	0.92
arVOG_597	0.92
arVOG_598	0.91
arVOG_599	0.85
arVOG_6	0.97
arVOG_60	0.95
arVOG_600	0.98
arVOG_601	0.89
arVOG_602	1
arVOG_603	0.88
arVOG_604	0.87
arVOG_605	0.9
arVOG_606	0.94
arVOG_607	0.92
arVOG_608	0.89
arVOG_609	0.86
arVOG_61	0.98
arVOG_610	0.84
arVOG_611	1
arVOG_612	0.9
arVOG_613	0.85
arVOG_614	0.92
arVOG_615	0.93
arVOG_616	0.95
arVOG_617	0.95
arVOG_618	0.92
arVOG_619	0.96
arVOG_62	0.98
arVOG_620	0.95
arVOG_621	0.92
arVOG_622	0.91
arVOG_623	0.92
arVOG_624	0.96
arVOG_625	0.96
arVOG_626	0.93
arVOG_627	0.96
arVOG_628	0.9
arVOG_629	0.95
arVOG_63	0.96
arVOG_630	0.93
arVOG_631	0.9
arVOG_632	0.98
arVOG_633	0.95
arVOG_634	0.92
arVOG_635	0.98
arVOG_636	0.96
arVOG_637	0.94
arVOG_638	0.96
arVOG_639	1
arVOG_64	0.97
arVOG_640	0.9
arVOG_641	0.94
arVOG_642	0.95
arVOG_643	0.92
arVOG_644	0.92
arVOG_645	0.86
arVOG_646	0.91
arVOG_647	0.95
arVOG_648	0.91
arVOG_649	0.95
arVOG_65	0.94
arVOG_650	1
arVOG_651	0.89
arVOG_652	0.9
arVOG_653	0.96
arVOG_654	0.94
arVOG_655	0.96
arVOG_656	0.98
arVOG_657	0.92
arVOG_658	0.96
arVOG_659	0.96
arVOG_66	0.95
arVOG_660	0.9
arVOG_661	0.96
arVOG_662	0.91
arVOG_663	0.98
arVOG_664	0.97
arVOG_665	0.9
arVOG_666	0.99
arVOG_667	0.96
arVOG_668	0.95
arVOG_669	0.88
arVOG_67	0
arVOG_670	0.9
arVOG_671	0.94
arVOG_672	0.89
arVOG_673	0.96
arVOG_674	0.89
arVOG_675	0.83
arVOG_676	0.79
arVOG_677	0.96
arVOG_678	0.9
arVOG_679	0.85
arVOG_68	0
arVOG_680	0.77
arVOG_681	0.82
arVOG_682	0.92
arVOG_683	0.97
arVOG_684	0.92
arVOG_685	0.96
arVOG_686	0.92
arVOG_687	0.92
arVOG_688	0.91
arVOG_689	0.89
arVOG_69	0.99
arVOG_690	0.95
arVOG_691	0.88
arVOG_692	0.96
arVOG_693	0.92
arVOG_694	0.95
arVOG_695	0.93
arVOG_696	0.92
arVOG_697	0.96
arVOG_698	0.96
arVOG_699	0.92
arVOG_7	0.9
arVOG_70	0.94
arVOG_700	0.95
arVOG_701	0.91
arVOG_702	0.89
arVOG_703	0.92
arVOG_704	0.89
arVOG_705	0.94
arVOG_706	0.91
arVOG_707	0.94
arVOG_708	0.89
arVOG_709	0.93
arVOG_71	0.95
arVOG_710	0.91
arVOG_711	0.9
arVOG_712	0.95
arVOG_713	0.9
arVOG_714	0.94
arVOG_715	0.89
arVOG_716	0.89
arVOG_717	0.9
arVOG_718	0.91
arVOG_719	0.9
arVOG_72	0.96
arVOG_720	0.89
arVOG_73	0.91
arVOG_74	0.9
arVOG_75	0.85
arVOG_76	0.9
arVOG_77	0.76
arVOG_78	0.7
arVOG_79	0.96
arVOG_8	0.87
arVOG_80	0.97
arVOG_81	0.85
arVOG_82	0.88
arVOG_83	0.89
arVOG_84	0.97
arVOG_85	0.8
arVOG_86	0.9
arVOG_87	0.93
arVOG_88	0.84
arVOG_89	0.95
arVOG_9	0.99
arVOG_90	0.89
arVOG_91	1
arVOG_92	0.88
arVOG_93	0.81
arVOG_94	0.84
arVOG_95	0.99
arVOG_96	0.92
arVOG_97	0.95
arVOG_98	0.92
arVOG_99	0.85
