query.name	score.percentage
baPOG_1808	0.84
baPOG_181	0
baPOG_1821	0.72
baPOG_185	0.9
baPOG_1858	0.8
baPOG_1895	0.34
baPOG_1914	0
baPOG_1928	0
baPOG_1934	0.79
baPOG_1949	0
baPOG_195	0.64
baPOG_1951	0.88
baPOG_1978	0
baPOG_1980	0
baPOG_1982	0.31
baPOG_1985	0.52
baPOG_1992	0
baPOG_1995	0
baPOG_1997	0.83
baPOG_2000	0.85
baPOG_2004	0.8
baPOG_201	0.72
baPOG_2012	0.53
baPOG_2024	0.62
baPOG_203	0.93
baPOG_2090	0.45
baPOG_2091	0.46
baPOG_2106	0.79
baPOG_212	0.5
baPOG_2161	0.81
baPOG_2184	0.08
baPOG_2187	0.5
baPOG_2194	0.13
baPOG_2213	0.39
baPOG_2239	0.14
baPOG_2252	0.94
baPOG_2265	0.69
baPOG_2294	0.15
baPOG_23	0.3
baPOG_230	0
baPOG_2333	0.17
baPOG_2340	0.9
baPOG_2352	0.73
baPOG_2357	0.77
baPOG_2367	0.65
baPOG_238	0.46
baPOG_2398	0.73
baPOG_2436	0.68
baPOG_2439	0.74
baPOG_2443	0
baPOG_2461	0.68
baPOG_25	0.54
baPOG_2508	0.31
baPOG_2514	0.11
baPOG_255	0
baPOG_2559	0.08
baPOG_2566	0.19
baPOG_2570	0.54
baPOG_263	0.82
baPOG_2635	0
baPOG_2644	0.63
baPOG_269	0.65
baPOG_2703	0.65
baPOG_2734	0.97
baPOG_2751	0.32
baPOG_2763	0.52
baPOG_2840	0.64
baPOG_2892	0.78
baPOG_2930	0.75
baPOG_2936	0.73
baPOG_2982	0.29
baPOG_3	0.34
baPOG_30	0.18
baPOG_301	0.56
baPOG_305	0.7
baPOG_306	0.25
baPOG_3066	0.37
baPOG_314	0.62
baPOG_318	0.55
baPOG_320	0.71
baPOG_3247	0.9
baPOG_3257	0.17
baPOG_327	0.38
baPOG_3283	0.9
baPOG_3291	0.29
baPOG_3311	0.17
baPOG_332	0.89
baPOG_3320	0.93
baPOG_3357	0.49
baPOG_34	0.51
baPOG_342	0.72
baPOG_3424	0.83
baPOG_3428	0.29
baPOG_3431	0.85
baPOG_345	0.93
baPOG_3469	0.08
baPOG_3520	0.06
baPOG_3534	0
baPOG_3539	0.26
baPOG_354	0.91
baPOG_3547	0.51
baPOG_358	0.79
baPOG_3594	0
baPOG_36	0
baPOG_3610	0.55
baPOG_369	0.87
baPOG_37	0.26
baPOG_373	0.23
baPOG_3737	0.32
baPOG_390	0.64
baPOG_3913	0.68
baPOG_3936	0.88
baPOG_3958	0.08
baPOG_3987	0.61
baPOG_3991	0
baPOG_3999	0.69
baPOG_4063	0.77
baPOG_407	0.74
baPOG_4081	0.32
baPOG_4093	0.31
baPOG_4096	0.26
baPOG_4118	0.28
baPOG_4129	0.92
baPOG_413	0.77
baPOG_4145	0.36
baPOG_419	0.9
baPOG_426	0.81
baPOG_4290	0.9
baPOG_4313	0.74
baPOG_4318	0
baPOG_4336	0.25
baPOG_434	0
baPOG_435	0.6
baPOG_4394	0.73
baPOG_4421	0.58
baPOG_447	0.22
baPOG_448	0.87
baPOG_4598	0.65
baPOG_4697	0
baPOG_4704	0.83
baPOG_473	0.95
baPOG_476	0.63
baPOG_479	0.67
baPOG_4854	0
baPOG_4984	0
baPOG_5	0.67
baPOG_50	0.69
baPOG_501	0
baPOG_5041	0.31
baPOG_5042	0.16
baPOG_5055	0.11
baPOG_5058	0.62
baPOG_5069	0.38
baPOG_507	0.51
baPOG_5084	0.65
baPOG_5124	0.26
baPOG_5132	0.55
baPOG_5134	0.29
baPOG_5150	0.13
baPOG_5171	0.62
baPOG_5172	0.52
baPOG_518	0.49
baPOG_5199	0.88
baPOG_5208	0.7
baPOG_5210	0.58
baPOG_5224	0.97
baPOG_5235	0.6
baPOG_5291	0.36
baPOG_530	0.48
baPOG_5315	0.78
baPOG_5327	0.86
baPOG_534	0.6
baPOG_5345	0
baPOG_535	0.61
baPOG_5368	0.77
baPOG_54	0.83
baPOG_543	0.75
baPOG_546	0.67
baPOG_5463	0.81
baPOG_5488	0.64
baPOG_549	0.63
baPOG_55	0
baPOG_5533	0.13
baPOG_5546	0.66
baPOG_5591	0.51
baPOG_5617	0.78
baPOG_571	0.07
baPOG_575	0.01
baPOG_5755	0.7
baPOG_5759	0.68
baPOG_5771	0.34
baPOG_5782	0.65
baPOG_5898	0
baPOG_594	0
baPOG_60	0.11
baPOG_610	0
baPOG_6180	0.86
baPOG_62	0.52
baPOG_6227	0.27
baPOG_63	0.92
baPOG_65	0.02
baPOG_6537	0.33
baPOG_6552	0.6
baPOG_6558	0.74
baPOG_6579	0.81
baPOG_6588	0.37
baPOG_66	0.88
baPOG_6601	0.73
baPOG_664	0.11
baPOG_6642	0
baPOG_6650	0.83
baPOG_667	0.4
baPOG_67	0.24
baPOG_672	0.1
baPOG_6744	0.48
baPOG_6788	0.76
baPOG_680	0.04
baPOG_6802	0.85
baPOG_6803	0.53
baPOG_6836	0.77
baPOG_687	0.24
baPOG_693	0.76
baPOG_6977	0.65
baPOG_7046	0.86
baPOG_7073	0.61
baPOG_71	0.27
baPOG_7139	0.84
baPOG_72	0.59
baPOG_7213	0.62
baPOG_729	0
baPOG_7297	0.38
baPOG_7316	0.66
baPOG_736	0.31
baPOG_745	0.12
baPOG_748	0.88
baPOG_7498	0
baPOG_7587	0.41
baPOG_761	0.1
baPOG_7673	0.89
baPOG_769	0.46
baPOG_773	0.81
baPOG_7730	0
baPOG_78	0
baPOG_7842	0.08
baPOG_785	0.68
baPOG_795	0.66
baPOG_7971	0.03
baPOG_8000	0.53
baPOG_801	0.36
baPOG_808	0.32
baPOG_81	0.54
baPOG_82	0
baPOG_830	0.58
baPOG_831	0
baPOG_8316	0
baPOG_84	0.79
baPOG_8445	0.76
baPOG_857	0.69
baPOG_8631	0.72
baPOG_8664	0.18
baPOG_8684	0.59
baPOG_8711	0.73
baPOG_8719	0
baPOG_8720	0.6
baPOG_8774	0.56
baPOG_88	0.5
baPOG_881	0.86
baPOG_894	0.51
baPOG_8968	0.8
baPOG_9	0
baPOG_90	0.28
baPOG_9026	0.71
baPOG_9067	0.94
baPOG_9081	0.88
baPOG_9168	0.04
baPOG_9174	0.85
baPOG_9198	0.06
baPOG_9215	0.46
baPOG_925	0.85
baPOG_93	0.9
baPOG_9348	0
baPOG_9390	0.79
baPOG_9395	0.85
baPOG_9447	0.26
baPOG_947	0.63
baPOG_9497	0.68
baPOG_9505	0.74
baPOG_952	0.05
baPOG_9526	0.45
baPOG_954	0.28
baPOG_965	0
baPOG_9716	0.14
baPOG_972	0.25
baPOG_973	0.9
baPOG_975	0.24
baPOG_9781	0.47
baPOG_983	0
baPOG_9920	0.88
baPOG_995	0.73
baPOG_999	0.13
baPOG_10	1
baPOG_1000	0.37
baPOG_10000	1
baPOG_10001	1
baPOG_10002	1
baPOG_10003	1
baPOG_10004	1
baPOG_10005	1
baPOG_10006	1
baPOG_10007	1
baPOG_10008	1
baPOG_10009	1
baPOG_1001	1
baPOG_10010	1
baPOG_10011	1
baPOG_10012	1
baPOG_10013	1
baPOG_10014	1
baPOG_10015	1
baPOG_10016	1
baPOG_10017	1
baPOG_10018	1
baPOG_10019	1
baPOG_1002	1
baPOG_10020	1
baPOG_10021	1
baPOG_10022	1
baPOG_10023	1
baPOG_10024	1
baPOG_10025	1
baPOG_10026	1
baPOG_10027	1
baPOG_10028	1
baPOG_10029	1
baPOG_1003	0.58
baPOG_10030	1
baPOG_10031	1
baPOG_10032	1
baPOG_10033	1
baPOG_10034	1
baPOG_10035	1
baPOG_10036	1
baPOG_10037	1
baPOG_10038	1
baPOG_10039	1
baPOG_1004	1
baPOG_10040	1
baPOG_10041	1
baPOG_10042	1
baPOG_10043	1
baPOG_10044	1
baPOG_10045	1
baPOG_10046	1
baPOG_10047	1
baPOG_10048	1
baPOG_10049	1
baPOG_1005	0.55
baPOG_10050	1
baPOG_10051	1
baPOG_10052	1
baPOG_10053	1
baPOG_10054	1
baPOG_10055	1
baPOG_10056	1
baPOG_10057	1
baPOG_10058	1
baPOG_10059	1
baPOG_1006	1
baPOG_10061	1
baPOG_10062	1
baPOG_10063	1
baPOG_10064	1
baPOG_10065	1
baPOG_10066	1
baPOG_10067	1
baPOG_10068	1
baPOG_10069	1
baPOG_1007	1
baPOG_10070	1
baPOG_10071	1
baPOG_10072	1
baPOG_10073	1
baPOG_10074	1
baPOG_10075	1
baPOG_10076	1
baPOG_10077	1
baPOG_10078	1
baPOG_10079	1
baPOG_10080	1
baPOG_10081	1
baPOG_10082	1
baPOG_10083	1
baPOG_10084	1
baPOG_10085	1
baPOG_10086	1
baPOG_10087	1
baPOG_10088	1
baPOG_10089	1
baPOG_1009	1
baPOG_10090	1
baPOG_10091	1
baPOG_10092	1
baPOG_10093	1
baPOG_10094	1
baPOG_10095	1
baPOG_10096	1
baPOG_10097	1
baPOG_10098	1
baPOG_10099	1
baPOG_101	1
baPOG_1010	1
baPOG_10100	1
baPOG_10101	1
baPOG_10102	1
baPOG_10103	1
baPOG_10104	1
baPOG_10105	1
baPOG_10106	1
baPOG_10107	1
baPOG_10108	1
baPOG_10109	1
baPOG_1011	1
baPOG_10110	1
baPOG_10111	1
baPOG_10112	0.26
baPOG_10113	1
baPOG_10114	1
baPOG_10115	1
baPOG_10116	1
baPOG_10117	1
baPOG_10118	1
baPOG_10119	0
baPOG_1012	0.58
baPOG_10120	1
baPOG_10121	1
baPOG_10122	1
baPOG_10123	1
baPOG_10124	1
baPOG_10125	1
baPOG_10126	1
baPOG_10127	1
baPOG_10128	1
baPOG_10129	1
baPOG_1013	1
baPOG_10130	1
baPOG_10131	1
baPOG_10132	1
baPOG_10133	1
baPOG_10134	1
baPOG_10135	1
baPOG_10136	1
baPOG_10137	1
baPOG_10138	1
baPOG_10139	1
baPOG_1014	0.01
baPOG_10140	1
baPOG_10141	1
baPOG_10142	1
baPOG_10143	1
baPOG_10144	1
baPOG_10145	1
baPOG_10146	1
baPOG_10147	1
baPOG_10148	1
baPOG_10149	1
baPOG_1015	1
baPOG_10150	1
baPOG_10151	1
baPOG_10152	0.71
baPOG_10153	0.98
baPOG_10154	1
baPOG_10155	1
baPOG_10156	1
baPOG_10157	1
baPOG_10158	1
baPOG_10159	1
baPOG_1016	1
baPOG_10160	1
baPOG_10161	1
baPOG_10162	1
baPOG_10163	1
baPOG_10164	1
baPOG_10165	1
baPOG_10166	1
baPOG_10167	1
baPOG_10168	1
baPOG_10169	0.17
baPOG_1017	1
baPOG_10170	1
baPOG_10171	1
baPOG_10172	1
baPOG_10173	1
baPOG_10174	1
baPOG_10175	1
baPOG_10176	1
baPOG_10177	1
baPOG_10178	1
baPOG_10179	1
baPOG_1018	0.11
baPOG_10180	1
baPOG_10181	1
baPOG_10182	1
baPOG_10183	1
baPOG_10184	1
baPOG_10185	0.86
baPOG_10186	1
baPOG_10187	1
baPOG_10188	1
baPOG_10189	1
baPOG_1019	1
baPOG_10190	1
baPOG_10191	1
baPOG_10192	1
baPOG_10193	1
baPOG_10194	1
baPOG_10195	1
baPOG_10196	1
baPOG_10197	1
baPOG_10198	1
baPOG_10199	1
baPOG_1020	1
baPOG_10200	1
baPOG_10201	1
baPOG_10202	1
baPOG_10203	1
baPOG_10204	1
baPOG_10205	1
baPOG_10206	1
baPOG_10207	1
baPOG_10208	1
baPOG_10209	1
baPOG_1021	1
baPOG_10210	1
baPOG_10211	1
baPOG_10212	1
baPOG_10213	1
baPOG_10214	1
baPOG_10215	1
baPOG_10216	1
baPOG_10217	1
baPOG_10218	1
baPOG_10219	1
baPOG_1022	1
baPOG_10220	1
baPOG_10221	1
baPOG_10222	1
baPOG_10223	1
baPOG_10224	1
baPOG_10225	1
baPOG_10226	1
baPOG_10227	1
baPOG_10228	1
baPOG_10229	1
baPOG_1023	0.76
baPOG_10230	1
baPOG_10231	1
baPOG_10232	1
baPOG_10233	1
baPOG_10234	0.76
baPOG_10235	1
baPOG_10236	1
baPOG_10237	1
baPOG_10238	1
baPOG_10239	1
baPOG_1024	1
baPOG_10240	1
baPOG_10241	1
baPOG_10242	1
baPOG_10243	1
baPOG_10244	1
baPOG_10245	1
baPOG_10246	1
baPOG_10247	1
baPOG_10248	1
baPOG_10249	1
baPOG_1025	1
baPOG_10250	1
baPOG_10251	1
baPOG_10252	1
baPOG_10253	1
baPOG_10254	1
baPOG_10255	1
baPOG_10256	1
baPOG_10257	1
baPOG_10258	1
baPOG_10259	1
baPOG_1026	1
baPOG_10260	1
baPOG_10261	1
baPOG_10262	1
baPOG_10263	1
baPOG_10264	1
baPOG_10265	1
baPOG_10266	1
baPOG_10267	1
baPOG_10268	1
baPOG_10269	1
baPOG_1027	1
baPOG_10270	1
baPOG_10271	1
baPOG_10272	0.85
baPOG_10273	1
baPOG_10274	1
baPOG_10275	1
baPOG_10276	1
baPOG_10277	1
baPOG_10278	1
baPOG_10279	1
baPOG_10280	1
baPOG_10281	1
baPOG_10282	1
baPOG_10283	1
baPOG_10284	1
baPOG_10285	1
baPOG_10286	1
baPOG_10287	1
baPOG_10288	1
baPOG_10289	1
baPOG_1029	1
baPOG_10290	1
baPOG_10291	0.59
baPOG_10292	1
baPOG_10293	1
baPOG_10294	1
baPOG_10295	1
baPOG_10296	1
baPOG_10297	1
baPOG_10298	1
baPOG_10299	1
baPOG_103	1
baPOG_1030	1
baPOG_10300	1
baPOG_10301	1
baPOG_10302	1
baPOG_10303	1
baPOG_10304	1
baPOG_10305	1
baPOG_10306	1
baPOG_10307	1
baPOG_10308	1
baPOG_10309	1
baPOG_1031	1
baPOG_10310	1
baPOG_10311	1
baPOG_10312	1
baPOG_10313	1
baPOG_10314	1
baPOG_10315	1
baPOG_10316	1
baPOG_10317	1
baPOG_10318	1
baPOG_10319	1
baPOG_1032	1
baPOG_10320	1
baPOG_10321	1
baPOG_10322	1
baPOG_10323	1
baPOG_10324	1
baPOG_10325	1
baPOG_10326	1
baPOG_10327	1
baPOG_10328	1
baPOG_10329	1
baPOG_1033	1
baPOG_10330	1
baPOG_10331	1
baPOG_10332	1
baPOG_10333	1
baPOG_10334	1
baPOG_10335	1
baPOG_10336	1
baPOG_10337	1
baPOG_10338	1
baPOG_10339	1
baPOG_1034	1
baPOG_10340	1
baPOG_10341	1
baPOG_10342	1
baPOG_10343	1
baPOG_10344	1
baPOG_10345	1
baPOG_10346	1
baPOG_10347	1
baPOG_10348	1
baPOG_10349	1
baPOG_1035	1
baPOG_10350	1
baPOG_10351	1
baPOG_10352	1
baPOG_10353	1
baPOG_10354	1
baPOG_10355	1
baPOG_10356	1
baPOG_10357	1
baPOG_10358	1
baPOG_10359	1
baPOG_1036	1
baPOG_10360	1
baPOG_10361	1
baPOG_10362	1
baPOG_10363	1
baPOG_10364	1
baPOG_10365	1
baPOG_10366	1
baPOG_10367	1
baPOG_10368	1
baPOG_10369	1
baPOG_1037	0
baPOG_10370	1
baPOG_10371	1
baPOG_10372	1
baPOG_10373	1
baPOG_10374	1
baPOG_10375	1
baPOG_10376	1
baPOG_10377	1
baPOG_10378	1
baPOG_10379	1
baPOG_1038	1
baPOG_10380	1
baPOG_10381	1
baPOG_10382	0.86
baPOG_10383	1
baPOG_10384	1
baPOG_10385	1
baPOG_10386	1
baPOG_10387	1
baPOG_10388	1
baPOG_10389	1
baPOG_1039	1
baPOG_10390	1
baPOG_10391	1
baPOG_10392	1
baPOG_10393	1
baPOG_10394	1
baPOG_10395	1
baPOG_10396	1
baPOG_10397	1
baPOG_10398	1
baPOG_10399	1
baPOG_104	1
baPOG_1040	0
baPOG_10400	0
baPOG_10401	1
baPOG_10402	1
baPOG_10403	1
baPOG_10404	1
baPOG_10405	0.26
baPOG_10406	1
baPOG_10407	1
baPOG_10408	1
baPOG_10409	1
baPOG_1041	0
baPOG_10410	1
baPOG_10411	1
baPOG_10412	1
baPOG_10413	1
baPOG_10414	1
baPOG_10415	1
baPOG_10416	1
baPOG_10417	1
baPOG_10418	1
baPOG_10419	1
baPOG_1042	1
baPOG_10420	0.07
baPOG_10421	1
baPOG_10422	1
baPOG_10423	1
baPOG_10424	1
baPOG_10425	1
baPOG_10426	1
baPOG_10427	1
baPOG_10428	1
baPOG_10429	1
baPOG_1043	0.82
baPOG_10430	1
baPOG_10431	1
baPOG_10432	1
baPOG_10433	1
baPOG_10434	1
baPOG_10435	1
baPOG_10436	1
baPOG_10437	1
baPOG_10438	1
baPOG_10439	1
baPOG_1044	0.25
baPOG_10440	1
baPOG_10441	1
baPOG_10442	1
baPOG_10443	1
baPOG_10444	1
baPOG_10445	1
baPOG_10446	1
baPOG_10447	1
baPOG_10448	1
baPOG_10449	1
baPOG_1045	1
baPOG_10450	1
baPOG_10451	1
baPOG_10452	1
baPOG_10453	1
baPOG_10454	1
baPOG_10455	1
baPOG_10456	1
baPOG_10457	1
baPOG_10458	1
baPOG_10459	1
baPOG_1046	0.89
baPOG_10460	1
baPOG_10461	1
baPOG_10462	1
baPOG_10463	1
baPOG_10464	1
baPOG_10465	1
baPOG_10466	1
baPOG_10467	1
baPOG_10468	1
baPOG_10469	1
baPOG_1047	1
baPOG_10470	1
baPOG_10471	1
baPOG_10472	1
baPOG_10473	1
baPOG_10475	1
baPOG_10476	1
baPOG_10477	1
baPOG_10478	1
baPOG_10479	1
baPOG_1048	0
baPOG_10480	1
baPOG_10481	1
baPOG_10482	1
baPOG_10483	1
baPOG_10484	1
baPOG_10485	1
baPOG_10486	1
baPOG_10487	1
baPOG_10488	1
baPOG_10489	1
baPOG_1049	1
baPOG_10490	1
baPOG_10491	1
baPOG_10492	1
baPOG_10493	1
baPOG_10494	1
baPOG_10495	1
baPOG_10496	0
baPOG_10497	1
baPOG_10498	1
baPOG_10499	1
baPOG_1050	1
baPOG_10500	1
baPOG_10501	1
baPOG_10502	1
baPOG_10503	1
baPOG_10504	1
baPOG_10505	1
baPOG_10506	1
baPOG_10507	1
baPOG_10508	1
baPOG_10509	1
baPOG_1051	0
baPOG_10510	1
baPOG_10511	1
baPOG_10512	1
baPOG_10513	1
baPOG_10514	1
baPOG_10515	1
baPOG_10516	1
baPOG_10517	0.7
baPOG_10518	1
baPOG_10519	1
baPOG_1052	1
baPOG_10520	1
baPOG_10521	1
baPOG_10522	1
baPOG_10523	1
baPOG_10524	1
baPOG_10525	1
baPOG_10526	1
baPOG_10527	1
baPOG_10528	1
baPOG_10529	1
baPOG_1053	0
baPOG_10530	1
baPOG_10531	0
baPOG_10532	1
baPOG_10533	1
baPOG_10534	0.02
baPOG_10535	1
baPOG_10536	1
baPOG_10537	1
baPOG_10538	1
baPOG_10539	1
baPOG_1054	0
baPOG_10540	1
baPOG_10541	1
baPOG_10542	1
baPOG_10543	0.67
baPOG_10544	1
baPOG_10545	1
baPOG_10546	1
baPOG_10547	1
baPOG_10548	1
baPOG_10549	1
baPOG_10550	1
baPOG_10551	1
baPOG_10552	1
baPOG_10553	1
baPOG_10554	1
baPOG_10555	1
baPOG_10556	1
baPOG_10557	1
baPOG_10558	1
baPOG_10559	1
baPOG_1056	1
baPOG_10560	1
baPOG_10561	1
baPOG_10562	1
baPOG_10563	1
baPOG_10564	1
baPOG_10565	0.78
baPOG_10566	1
baPOG_10567	1
baPOG_10568	1
baPOG_10569	1
baPOG_1057	1
baPOG_10570	1
baPOG_10571	1
baPOG_10572	1
baPOG_10573	1
baPOG_10574	1
baPOG_10575	1
baPOG_10576	1
baPOG_10577	1
baPOG_10578	1
baPOG_10579	1
baPOG_1058	1
baPOG_10580	1
baPOG_10581	0
baPOG_10582	0.35
baPOG_10583	1
baPOG_10584	1
baPOG_10585	1
baPOG_10586	1
baPOG_10587	1
baPOG_10588	1
baPOG_10589	1
baPOG_1059	0.18
baPOG_10590	1
baPOG_10591	1
baPOG_10592	1
baPOG_10593	1
baPOG_10594	1
baPOG_10595	0.38
baPOG_10596	1
baPOG_10597	1
baPOG_10598	1
baPOG_10599	1
baPOG_106	0.79
baPOG_1060	0.97
baPOG_10600	1
baPOG_10601	1
baPOG_10602	1
baPOG_10603	1
baPOG_10604	1
baPOG_10605	1
baPOG_10606	1
baPOG_10607	1
baPOG_10608	0
baPOG_10609	1
baPOG_1061	0.97
baPOG_10610	1
baPOG_10611	1
baPOG_10612	1
baPOG_10613	1
baPOG_10614	1
baPOG_10615	1
baPOG_10616	1
baPOG_10617	1
baPOG_10618	1
baPOG_10619	1
baPOG_1062	1
baPOG_10620	1
baPOG_10621	1
baPOG_10622	1
baPOG_10623	1
baPOG_10624	1
baPOG_10625	1
baPOG_10626	1
baPOG_10627	1
baPOG_10628	1
baPOG_10629	1
baPOG_1063	0.83
baPOG_10630	1
baPOG_10631	1
baPOG_10632	1
baPOG_10633	1
baPOG_10634	1
baPOG_10635	1
baPOG_10636	1
baPOG_10637	1
baPOG_10638	1
baPOG_10639	1
baPOG_1064	1
baPOG_10640	1
baPOG_10641	1
baPOG_10642	1
baPOG_10643	1
baPOG_10644	1
baPOG_10645	1
baPOG_10646	1
baPOG_10647	1
baPOG_10648	1
baPOG_10649	1
baPOG_1065	1
baPOG_10650	1
baPOG_10651	1
baPOG_10652	1
baPOG_10653	1
baPOG_10654	1
baPOG_10655	1
baPOG_10656	1
baPOG_10657	1
baPOG_10658	1
baPOG_10659	1
baPOG_1066	1
baPOG_10660	1
baPOG_10661	1
baPOG_10662	1
baPOG_10663	1
baPOG_10664	1
baPOG_10665	1
baPOG_10666	1
baPOG_10667	1
baPOG_10668	1
baPOG_10669	1
baPOG_1067	1
baPOG_10670	1
baPOG_10671	1
baPOG_10672	1
baPOG_10673	1
baPOG_10674	1
baPOG_10675	1
baPOG_10676	1
baPOG_10677	1
baPOG_10678	1
baPOG_10679	1
baPOG_1068	0.96
baPOG_10680	1
baPOG_10681	1
baPOG_10682	1
baPOG_10683	1
baPOG_10684	1
baPOG_10685	1
baPOG_10686	1
baPOG_10687	1
baPOG_10688	1
baPOG_10689	1
baPOG_1069	1
baPOG_10690	1
baPOG_10691	1
baPOG_10692	1
baPOG_10693	1
baPOG_10694	1
baPOG_10695	1
baPOG_10696	1
baPOG_10697	1
baPOG_10698	1
baPOG_10699	1
baPOG_107	1
baPOG_1070	1
baPOG_10700	1
baPOG_10701	1
baPOG_10702	1
baPOG_10703	1
baPOG_10704	1
baPOG_10705	1
baPOG_10706	1
baPOG_10707	1
baPOG_10708	1
baPOG_10709	1
baPOG_1071	1
baPOG_10710	1
baPOG_10711	1
baPOG_10712	1
baPOG_10713	1
baPOG_10714	1
baPOG_10715	1
baPOG_10716	0.76
baPOG_10717	1
baPOG_10718	1
baPOG_10719	1
baPOG_1072	1
baPOG_10720	1
baPOG_10721	1
baPOG_10722	1
baPOG_10723	1
baPOG_10724	1
baPOG_10725	1
baPOG_10726	1
baPOG_10727	1
baPOG_10728	1
baPOG_10729	1
baPOG_1073	1
baPOG_10730	1
baPOG_10731	1
baPOG_10732	1
baPOG_10733	1
baPOG_10734	1
baPOG_10735	1
baPOG_10736	1
baPOG_10737	1
baPOG_10738	1
baPOG_10739	1
baPOG_1074	1
baPOG_10740	1
baPOG_10741	1
baPOG_10742	1
baPOG_10743	1
baPOG_10744	1
baPOG_10745	1
baPOG_10746	1
baPOG_10747	0
baPOG_10748	1
baPOG_10749	1
baPOG_1075	1
baPOG_10750	1
baPOG_10751	1
baPOG_10752	1
baPOG_10753	1
baPOG_10754	1
baPOG_10755	1
baPOG_10756	1
baPOG_10757	1
baPOG_10758	1
baPOG_10759	1
baPOG_1076	1
baPOG_10760	1
baPOG_10761	1
baPOG_10762	1
baPOG_10763	1
baPOG_10764	1
baPOG_10765	1
baPOG_10766	1
baPOG_10767	1
baPOG_10768	1
baPOG_10769	1
baPOG_1077	0.83
baPOG_10770	1
baPOG_10771	1
baPOG_10772	1
baPOG_10773	1
baPOG_10774	1
baPOG_10775	0.43
baPOG_10776	1
baPOG_10777	1
baPOG_10778	1
baPOG_10779	1
baPOG_1078	0.9
baPOG_10780	1
baPOG_10781	1
baPOG_10782	1
baPOG_10783	1
baPOG_10784	1
baPOG_10785	1
baPOG_10786	1
baPOG_10787	1
baPOG_10788	1
baPOG_10789	1
baPOG_1079	1
baPOG_10790	1
baPOG_10791	1
baPOG_10792	1
baPOG_10793	1
baPOG_10794	1
baPOG_10795	1
baPOG_10796	1
baPOG_10797	1
baPOG_10798	1
baPOG_10799	1
baPOG_108	1
baPOG_1080	1
baPOG_10800	1
baPOG_10801	1
baPOG_10802	1
baPOG_10803	0.48
baPOG_10804	1
baPOG_10805	1
baPOG_10806	1
baPOG_10807	1
baPOG_10808	1
baPOG_10809	1
baPOG_1081	1
