#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
YP_009177773.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                  -          baPOG_1329           -              0.074   10.3   0.0      0.12    9.6   0.0   1.2   1   0   0   1   1   1   0 -
ACB37257.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]               -          baPOG_8325           -              0.012   14.4   0.0     0.023   13.5   0.0   1.5   1   0   0   1   1   1   0 -
YP_001798541.1_hypothetical_protein_AFV9_gp23_[Acidianus_filamentous_virus_9]                  -          baPOG_8325           -              0.012   14.4   0.0     0.023   13.5   0.0   1.5   1   0   0   1   1   1   0 -
CAG38826.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          baPOG_8325           -              0.082   11.8   1.9      0.18   10.7   1.9   1.5   1   0   0   1   1   1   0 -
ADF27757.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          baPOG_11007          -             0.0068   15.4   0.3      0.01   14.8   0.3   1.2   1   0   0   1   1   1   1 -
YP_003591092.1_hypothetical_protein_STIV2_B116_[Sulfolobus_turreted_icosahedral_virus_2]   -          baPOG_11007          -             0.0068   15.4   0.3      0.01   14.8   0.3   1.2   1   0   0   1   1   1   1 -
CAC87323.1_hypothetical_protein_[Sulfolobus_virus_SIRV-2_genomic_DNA]                 -          baPOG_6090           -             0.0014   17.9   0.3    0.0044   16.3   0.1   1.9   2   1   0   2   2   2   1 -
NP_666582.1_hypothetical_protein_SIRV2gp48_[Sulfolobus_islandicus_rod-shaped_virus_2] -          baPOG_6090           -             0.0014   17.9   0.3    0.0044   16.3   0.1   1.9   2   1   0   2   2   2   1 -
YP_009230234.1_hypothetical_protein_[Acidianus_rod-shaped_virus_2] -          baPOG_3941           -              0.028   13.3   3.2      0.72    8.8   1.0   2.6   2   1   0   2   2   2   0 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus] -          baPOG_11952          -              0.011   14.3   3.9     0.012   14.1   3.9   1.2   1   0   0   1   1   1   0 -
YP_008060045.1_hypothetical_protein_HRTV7_61_[Halovirus_HRTV-7]     -          baPOG_18099          -              0.049   12.8   0.1      0.12   11.6   0.1   1.6   1   0   0   1   1   1   0 -
AGC34331.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.] -          baPOG_18099          -               0.05   12.8   0.1      0.12   11.6   0.1   1.6   1   0   0   1   1   1   0 -
YP_007379141.1_hypothetical_protein_HSTV2_62_[Halovirus_HSTV-2]     -          baPOG_18099          -               0.05   12.8   0.1      0.12   11.6   0.1   1.6   1   0   0   1   1   1   0 -
YP_009230300.1_hypothetical_protein_ATSV_A182_[Acidianus_tailed_spindle_virus] -          baPOG_6763           -            0.00024   19.7   1.4   0.00033   19.3   1.4   1.4   1   0   0   1   1   1   1 -
YP_009197886.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_3]          -          baPOG_6763           -               0.02   13.4   0.1     0.029   12.9   0.1   1.3   1   1   0   1   1   1   0 -
YP_009230341.1_phosphoadenylyl-sulfate_reductase_[Acidianus_tailed_spindle_virus]      -          baPOG_9494           -              5e-05   21.6   0.1    0.0027   15.9   0.1   2.1   1   1   0   1   1   1   1 -
YP_009219253.1_PUA-PAPS_reductase-like_fusion_protein_[Sulfolobus_monocaudavirus_SMV2] -          baPOG_9494           -            0.00018   19.7   0.0    0.0015   16.8   0.0   2.0   1   1   0   1   1   1   1 -
CAJ31688.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          baPOG_15658          -              0.058   12.5   0.0     0.071   12.2   0.0   1.1   1   0   0   1   1   1   0 -
YP_001604292.1_hypothetical_protein_AFV8_gp11_[Acidianus_filamentous_virus_8]                  -          baPOG_15658          -              0.058   12.5   0.0     0.071   12.2   0.0   1.1   1   0   0   1   1   1   0 -
CAL92479.1_hypothetical_protein_[Archaeal_BJ1_virus_complete_genome] -          baPOG_10920          -               0.15   10.7   1.7      0.18   10.4   1.7   1.1   1   0   0   1   1   1   0 -
YP_919084.1_hypothetical_protein_BJ1_gp57_[Archaeal_BJ1_virus]       -          baPOG_10920          -               0.15   10.7   1.7      0.18   10.4   1.7   1.1   1   0   0   1   1   1   0 -
ADF27757.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          baPOG_978            -              0.011   14.4   0.2     0.012   14.3   0.2   1.2   1   0   0   1   1   1   0 -
YP_003591092.1_hypothetical_protein_STIV2_B116_[Sulfolobus_turreted_icosahedral_virus_2]   -          baPOG_978            -              0.011   14.4   0.2     0.012   14.3   0.2   1.2   1   0   0   1   1   1   0 -
YP_009362709.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_8] -          baPOG_5258           -              0.021   13.5   0.3     0.023   13.3   0.3   1.1   1   0   0   1   1   1   0 -
AAL54983.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.] -          baPOG_1900           -              0.017   14.0   0.1     0.021   13.6   0.1   1.2   1   0   0   1   1   1   0 -
AAO61360.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]        -          baPOG_1900           -              0.017   14.0   0.1     0.021   13.6   0.1   1.2   1   0   0   1   1   1   0 -
NP_542561.1_hypothetical_protein_HF2p067_[Halorubrum_phage_HF2]         -          baPOG_1900           -              0.017   14.0   0.1     0.021   13.6   0.1   1.2   1   0   0   1   1   1   0 -
NP_861649.1_hypothetical_protein_HalHV1gp061_[Halovirus_HF1]            -          baPOG_1900           -              0.017   14.0   0.1     0.021   13.6   0.1   1.2   1   0   0   1   1   1   0 -
YP_008060389.1_hypothetical_protein_HHTV2_80_[Halovirus_HHTV-2]         -          baPOG_1900           -              0.034   13.0   0.0     0.045   12.6   0.0   1.1   1   0   0   1   1   1   0 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus] -          baPOG_1661           -              0.084   10.5   7.2     0.094   10.3   7.2   1.1   1   0   0   1   1   1   0 -
CCD22126.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome] -          baPOG_12493          -              0.082   11.3   0.0      0.15   10.5   0.0   1.3   1   0   0   1   1   1   0 -
YP_009177768.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                  -          baPOG_12493          -              0.082   11.3   0.0      0.15   10.5   0.0   1.3   1   0   0   1   1   1   0 -
YP_009362682.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_8] -          baPOG_11375          -              0.028   13.3   0.0     0.028   13.2   0.0   1.0   1   0   0   1   1   1   0 -
YP_009362559.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_9] -          baPOG_11375          -              0.034   13.0   0.1      0.04   12.7   0.1   1.0   1   0   0   1   1   1   0 -
CAH04206.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          baPOG_11368          -              0.039   13.3   0.2     0.095   12.1   0.2   1.7   1   0   0   1   1   1   0 -
YP_077216.1_hypothetical_protein_STSV1pORF23_[Sulfolobus_virus_STSV1]                                  -          baPOG_11368          -              0.039   13.3   0.2     0.095   12.1   0.2   1.7   1   0   0   1   1   1   0 -
CCD22139.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome] -          baPOG_5492           -              0.059   11.9   0.0     0.071   11.6   0.0   1.2   1   0   0   1   1   1   0 -
YP_009177781.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                  -          baPOG_5492           -              0.059   11.9   0.0     0.071   11.6   0.0   1.2   1   0   0   1   1   1   0 -
YP_009362730.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_8] -          baPOG_5786           -              0.007   15.1   1.9     0.008   14.9   1.9   1.2   1   0   0   1   1   1   1 -
YP_009362605.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_9] -          baPOG_5786           -              0.011   14.5   1.3     0.012   14.3   1.3   1.2   1   0   0   1   1   1   0 -
ABP73412.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.] -          baPOG_15731          -              0.072   11.8   0.1     0.072   11.8   0.1   1.1   1   0   0   1   1   1   0 -
YP_001210326.1_hypothetical_protein_ABV_gp22_[Acidianus_bottle-shaped_virus]     -          baPOG_15731          -              0.072   11.8   0.1     0.072   11.8   0.1   1.1   1   0   0   1   1   1   0 -
AAM88731.1_putative_HNH_endonuclease_[Virus_PhiCh1_complete_genome.] -          baPOG_1284           -              7e-05   21.6   0.1     7e-05   21.6   0.1   1.8   2   0   0   2   2   2   1 -
NP_665975.1_putative_HNH_endonuclease_[Natrialba_phage_PhiCh1]       -          baPOG_1284           -              7e-05   21.6   0.1     7e-05   21.6   0.1   1.8   2   0   0   2   2   2   1 -
AAM88771.1_putative_HNH_endonuclease_[Virus_PhiCh1_complete_genome.] -          baPOG_1284           -            0.00065   18.4   0.5   0.00074   18.3   0.5   1.1   1   0   0   1   1   1   1 -
NP_665918.1_putative_HNH_endonuclease_[Natrialba_phage_PhiCh1]       -          baPOG_1284           -            0.00065   18.4   0.5   0.00074   18.3   0.5   1.1   1   0   0   1   1   1   1 -
AGC34589.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.]                           -          baPOG_6700           -             0.0057   14.6   1.0    0.0062   14.5   1.0   1.1   1   0   0   1   1   1   1 -
YP_008083094.1_hypothetical_protein_HSTV1_44_[Halovirus_HSTV-1]                               -          baPOG_6700           -             0.0057   14.6   1.0    0.0062   14.5   1.0   1.1   1   0   0   1   1   1   1 -
CCG27866.1_hypothetical_RHH_DNA-binding_protein_[Aeropyrum_coil-shaped_virus_complete_genome] -          baPOG_6700           -              0.012   13.6   3.8     0.014   13.4   3.8   1.1   1   0   0   1   1   1   0 -
CAG25620.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome]                 -          baPOG_6700           -              0.023   12.6   0.3     0.035   12.0   0.3   1.2   1   0   0   1   1   1   0 -
YP_015522.1_hypothetical_protein_PyrSV_gp01_[Pyrobaculum_spherical_virus]                     -          baPOG_6700           -              0.023   12.6   0.3     0.035   12.0   0.3   1.2   1   0   0   1   1   1   0 -
CCG27824.1_hypothetical_protein_[Aeropyrum_coil-shaped_virus_complete_genome] -          baPOG_12582          -              0.019   14.1   0.0     0.046   12.9   0.0   1.6   1   0   0   1   1   1   0 -
YP_008060034.1_HNH_protein_[Halovirus_HRTV-7]                                      -          baPOG_680            -            3.4e-06   26.0   0.0      0.18   10.8   0.0   3.1   3   0   0   3   3   3   2 -
YP_008058442.1_HNH_protein_[Halovirus_HCTV-2]                                      -          baPOG_680            -              0.014   14.4   0.0     0.024   13.6   0.0   1.3   1   0   0   1   1   1   0 -
CAI59872.1_hypothetical_protein_[Acidianus_two-tailed_virus_complete_viral_genome] -          baPOG_680            -              0.053   12.5   0.7      0.11   11.4   0.7   1.7   1   0   0   1   1   1   0 -
YP_319894.1_hypothetical_protein_ATV_gp63_[Acidianus_two-tailed_virus]             -          baPOG_680            -              0.053   12.5   0.7      0.11   11.4   0.7   1.7   1   0   0   1   1   1   0 -
YP_008058446.1_hypothetical_protein_HCTV2_84_[Halovirus_HCTV-2]                                -          baPOG_4048           -            0.00015   20.9   0.1   0.00021   20.4   0.1   1.2   1   0   0   1   1   1   1 -
CCG27846.1_hypothetical_recombinase_[Aeropyrum_coil-shaped_virus_complete_genome]              -          baPOG_4048           -            0.00018   20.6   0.2    0.0038   16.4   0.3   2.6   2   0   0   2   2   2   1 -
YP_008058442.1_HNH_protein_[Halovirus_HCTV-2]                                                  -          baPOG_4048           -            0.00049   19.2   0.1    0.0022   17.1   0.0   1.9   2   0   0   2   2   2   1 -
AAM88695.1_unknown_[Virus_PhiCh1_complete_genome.]                                             -          baPOG_4048           -             0.0011   18.0   0.0     0.074   12.2   0.0   2.2   2   0   0   2   2   2   1 -
NP_665939.1_hypothetical_protein_PhiCh1p22_[Natrialba_phage_PhiCh1]                            -          baPOG_4048           -             0.0011   18.0   0.0     0.074   12.2   0.0   2.2   2   0   0   2   2   2   1 -
YP_008060034.1_HNH_protein_[Halovirus_HRTV-7]                                                  -          baPOG_4048           -             0.0012   17.9   0.1     0.041   13.1   0.0   2.7   2   1   1   3   3   3   1 -
YP_008059152.1_HNH_protein_[Halovirus_HCTV-5]                                                  -          baPOG_4048           -             0.0028   16.8   0.0    0.0074   15.4   0.0   1.6   1   0   0   1   1   1   1 -
CAC93956.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          baPOG_4048           -             0.0063   15.7   0.0    0.0075   15.4   0.0   1.1   1   0   0   1   1   1   1 -
CAC94000.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          baPOG_4048           -             0.0063   15.7   0.0    0.0075   15.4   0.0   1.1   1   0   0   1   1   1   1 -
CAG38821.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          baPOG_4048           -             0.0063   15.7   0.0    0.0075   15.4   0.0   1.1   1   0   0   1   1   1   1 -
NP_666589.1_hypothetical_protein_SIRV1gp01_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          baPOG_4048           -             0.0063   15.7   0.0    0.0075   15.4   0.0   1.1   1   0   0   1   1   1   1 -
NP_666633.1_hypothetical_protein_SIRV1gp45_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          baPOG_4048           -             0.0063   15.7   0.0    0.0075   15.4   0.0   1.1   1   0   0   1   1   1   1 -
AGC34447.1_HNH_endonuclease_[Halovirus_HVTV-1_complete_genome.]                                -          baPOG_4048           -              0.011   14.8   0.0     0.017   14.2   0.0   1.3   1   0   0   1   1   1   0 -
YP_007378983.1_HNH_endonuclease_[Halovirus_HVTV-1]                                             -          baPOG_4048           -              0.011   14.8   0.0     0.017   14.2   0.0   1.3   1   0   0   1   1   1   0 -
YP_008059118.1_HNH_protein_[Halovirus_HCTV-5]                                                  -          baPOG_4048           -              0.014   14.6   0.0     0.021   14.0   0.0   1.2   1   0   0   1   1   1   0 -
ADF27761.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.]     -          baPOG_4048           -               0.03   13.5   1.5       1.4    8.1   0.1   2.3   1   1   1   2   2   2   0 -
YP_003591096.1_hypothetical_protein_STIV2_B140_[Sulfolobus_turreted_icosahedral_virus_2]       -          baPOG_4048           -               0.03   13.5   1.5       1.4    8.1   0.1   2.3   1   1   1   2   2   2   0 -
AGC65572.1_hypothetical_protein_[Halovirus_PH1_complete_genome.]                               -          baPOG_4048           -               0.04   13.1   0.0     0.067   12.4   0.0   1.4   1   0   0   1   1   1   0 -
YP_007761636.1_hypothetical_protein_HhPH1_gp47_[Haloarcula_hispanica_virus_PH1]                -          baPOG_4048           -               0.04   13.1   0.0     0.067   12.4   0.0   1.4   1   0   0   1   1   1   0 -
AFD02320.1_putative_protein_39_[Haloarcula_hispanica_icosahedral_virus_2_complete_genome.]     -          baPOG_4048           -              0.052   12.7   0.0      0.09   12.0   0.0   1.4   1   0   0   1   1   1   0 -
YP_005352825.1_putative_protein_39_[Haloarcula_hispanica_icosahedral_virus_2]                  -          baPOG_4048           -              0.052   12.7   0.0      0.09   12.0   0.0   1.4   1   0   0   1   1   1   0 -
CAJ31538.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          baPOG_10495          -              0.017   13.8   0.0     0.032   12.9   0.0   1.4   1   0   0   1   1   1   0 -
YP_001604390.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          baPOG_10495          -              0.017   13.8   0.0     0.032   12.9   0.0   1.4   1   0   0   1   1   1   0 -
CAJ31603.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          baPOG_10495          -              0.045   12.4   0.0     0.086   11.5   0.0   1.4   1   0   0   1   1   1   0 -
YP_001604207.1_hypothetical_protein_AFV6_gp49_[Acidianus_filamentous_virus_6]                  -          baPOG_10495          -              0.045   12.4   0.0     0.086   11.5   0.0   1.4   1   0   0   1   1   1   0 -
CAJ31721.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          baPOG_10495          -              0.045   12.4   0.0     0.086   11.5   0.0   1.4   1   0   0   1   1   1   0 -
YP_001604325.1_hypothetical_protein_AFV8_gp44_[Acidianus_filamentous_virus_8]                  -          baPOG_10495          -              0.045   12.4   0.0     0.086   11.5   0.0   1.4   1   0   0   1   1   1   0 -
YP_008059665.1_terminase_large_subunit_[Halovirus_HCTV-1]              -          baPOG_2635           -            4.2e-07   28.0   4.5   3.4e-06   25.0   4.5   2.3   1   1   0   1   1   1   1 -
AGC34479.1_terminase_large_subunit_[Halovirus_HVTV-1_complete_genome.] -          baPOG_2635           -            5.5e-07   27.6   2.1   2.2e-06   25.6   0.6   2.2   2   1   0   2   2   2   1 -
YP_007379015.1_terminase_large_subunit_[Halovirus_HVTV-1]              -          baPOG_2635           -            5.5e-07   27.6   2.1   2.2e-06   25.6   0.6   2.2   2   1   0   2   2   2   1 -
YP_008059146.1_terminase_large_subunit_[Halovirus_HCTV-5]              -          baPOG_2635           -            1.2e-06   26.5   2.7   1.3e-05   23.1   0.3   2.3   2   1   0   2   2   2   2 -
YP_008058384.1_terminase_large_subunit_[Halovirus_HCTV-2]              -          baPOG_2635           -            0.00093   17.0   0.0      0.28    8.8   0.1   2.4   2   0   0   2   2   2   2 -
YP_008060340.1_terminase_large_subunit_[Halovirus_HHTV-2]              -          baPOG_2635           -               0.16    9.6   0.3       3.6    5.1   0.2   2.2   2   0   0   2   2   2   0 -
YP_009230307.1_hypothetical_protein_ATSV_E80_[Acidianus_tailed_spindle_virus] -          baPOG_8503           -                  1    7.6   7.1       1.2    7.4   7.1   1.1   1   0   0   1   1   1   0 -
YP_008059369.1_hypothetical_protein_HGTV1_194_[Halovirus_HGTV-1]              -          baPOG_8503           -                9.6    4.4   8.5        13    4.0   8.5   1.2   1   0   0   1   1   1   0 -
YP_008059174.1_hypothetical_protein_HCTV5_133_[Halovirus_HCTV-5] -          baPOG_1440           -                6.4    6.0   9.1         4    6.7   2.5   2.5   1   1   1   2   2   2   0 -
YP_009197888.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_3] -          baPOG_11829          -              0.047   12.7   0.1      0.11   11.5   0.1   1.6   1   0   0   1   1   1   0 -
YP_008060320.1_hypothetical_protein_HHTV2_11_[Halovirus_HHTV-2] -          baPOG_16740          -               0.02   14.2   0.9     0.033   13.5   0.9   1.5   1   0   0   1   1   1   0 -
CAG25620.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome] -          baPOG_922            -                1.1    7.5   8.7       1.9    6.7   8.7   1.3   1   0   0   1   1   1   0 -
YP_015522.1_hypothetical_protein_PyrSV_gp01_[Pyrobaculum_spherical_virus]     -          baPOG_922            -                1.1    7.5   8.7       1.9    6.7   8.7   1.3   1   0   0   1   1   1   0 -
YP_008058645.1_hypothetical_protein_HRTV8_83_[Halovirus_HRTV-8]                          -          baPOG_2618           -            4.7e-05   21.8   9.2   9.8e-05   20.7   9.2   1.4   1   1   0   1   1   1   1 -
AAL54952.1_hypothetical_conserved_protein_COG330_[Halorubrum_phage_HF2_complete_genome.] -          baPOG_2618           -            0.00019   19.8  10.9   0.00049   18.4  10.9   1.6   1   1   0   1   1   1   1 -
AAO61329.1_similar_to_COG330_[Halovirus_HF1_complete_genome.]                            -          baPOG_2618           -            0.00019   19.8  10.9   0.00049   18.4  10.9   1.6   1   1   0   1   1   1   1 -
NP_542529.1_hypothetical_conserved_protein_COG330_[Halorubrum_phage_HF2]                 -          baPOG_2618           -            0.00019   19.8  10.9   0.00049   18.4  10.9   1.6   1   1   0   1   1   1   1 -
NP_861618.1_similar_to_COG330_[Halovirus_HF1]                                            -          baPOG_2618           -            0.00019   19.8  10.9   0.00049   18.4  10.9   1.6   1   1   0   1   1   1   1 -
YP_008058525.1_hypothetical_protein_HRTV5_80_[Halovirus_HRTV-5]                          -          baPOG_2618           -            0.00088   17.6  14.0     0.011   14.0  14.0   2.0   1   1   0   1   1   1   1 -
YP_008059404.1_hypothetical_protein_HGTV1_229_[Halovirus_HGTV-1]                         -          baPOG_2618           -              0.002   16.4   4.9       0.4    8.9   6.3   2.1   2   0   0   2   2   2   1 -
YP_002791891.1_hypothetical_protein_HRPV-1_gp6_[Halorubrum_pleomorphic_virus_1]          -          baPOG_2618           -              0.014   13.7   0.0     0.015   13.6   0.0   1.1   1   0   0   1   1   1   0 -
ACB37256.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]                                    -          baPOG_5303           -             0.0036   16.0   0.2      0.02   13.6   0.2   2.2   1   1   0   1   1   1   1 -
YP_001798540.1_hypothetical_protein_AFV9_gp22_[Acidianus_filamentous_virus_9]                                       -          baPOG_5303           -             0.0036   16.0   0.2      0.02   13.6   0.2   2.2   1   1   0   1   1   1   1 -
AIA83244.1_N6_adenine-specific_DNA_methyltransferase_N12_class_[Podovirus_Lau218_strain_TahiMoana_complete_genome.] -          baPOG_5303           -             0.0045   15.7   0.0    0.0063   15.2   0.0   1.4   1   1   0   1   1   1   1 -
AAL27718.1_putative_helicase_[Sulfolobus_islandicus_filamentous_virus_partial_genome.] -          baPOG_14514          -              0.052   13.1   4.2       3.6    7.2   0.2   2.7   2   0   0   2   2   2   0 -
NP_445672.1_putative_helicase_[Sulfolobus_islandicus_filamentous_virus]                -          baPOG_14514          -              0.052   13.1   4.2       3.6    7.2   0.2   2.7   2   0   0   2   2   2   0 -
AIA83227.1_DNA-directed_DNA_polymerase_[Podovirus_Lau218_strain_TahiMoana_complete_genome.] -          baPOG_94             -            3.1e-05   20.9   0.1   8.8e-05   19.5   0.1   1.6   1   1   0   1   1   1   1 -
YP_009362504.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_7]  -          baPOG_4537           -              0.009   14.6   0.9    0.0095   14.6   0.9   1.0   1   0   0   1   1   1   1 -
