#                                                                                                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AAG39957.1_putative_large_terminase_subunit_[Methanothermobacter_wolfeii_prophage_psiM100_complete_genome;_flanked_by_Methanothermobacter_wolfeii_MTW1216_(mtw1216)_and_MTW1215_(mtw1215)_genes_complete_cds.] -          arVOG_102            -            8.8e-77  254.7   0.0   1.2e-76  254.3   0.0   1.2   1   0   0   1   1   1   1 -
NP_071818.1_putative_large_terminase_subunit_[Methanothermobacter_phage_psiM100]                                                                                                                               -          arVOG_102            -            8.8e-77  254.7   0.0   1.2e-76  254.3   0.0   1.2   1   0   0   1   1   1   1 -
NP_046964.1_large_terminase_subunit_[Methanobacterium_phage_psiM2]                                                                                                                                             -          arVOG_102            -            1.3e-76  254.1   0.0   1.8e-76  253.7   0.0   1.2   1   0   0   1   1   1   1 -
CAH04241.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome]                                                                                                         -          arVOG_102            -            4.9e-40  135.6   0.2   5.4e-40  135.5   0.2   1.0   1   0   0   1   1   1   1 -
YP_077251.1_hypothetical_protein_STSV1pORF58_[Sulfolobus_virus_STSV1]                                                                                                                                          -          arVOG_102            -            4.9e-40  135.6   0.2   5.4e-40  135.5   0.2   1.0   1   0   0   1   1   1   1 -
AFU92035.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                                                                                                                                      -          arVOG_102            -              1e-35  121.6   0.3   1.1e-35  121.5   0.3   1.0   1   0   0   1   1   1   1 -
YP_007348300.1_hypothetical_protein_STSV2_56_[Sulfolobus_virus_STSV2]                                                                                                                                          -          arVOG_102            -              1e-35  121.6   0.3   1.1e-35  121.5   0.3   1.0   1   0   0   1   1   1   1 -
CCD22099.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome]                                                                                                                 -          arVOG_102            -            2.2e-31  107.5   0.0   2.4e-31  107.4   0.0   1.0   1   0   0   1   1   1   1 -
YP_009177741.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                                                                                                                                  -          arVOG_102            -            2.2e-31  107.5   0.0   2.4e-31  107.4   0.0   1.0   1   0   0   1   1   1   1 -
CAH69411.1_hypothetical_protein_[Acidianus_filamentous_virus_2_partial_genome]                                                                                                                                 -          arVOG_102            -            1.3e-16   59.7   0.1   3.4e-15   55.1   0.1   2.0   1   1   0   1   1   1   1 -
YP_001496949.1_hypothetical_protein_AFV2_gp24_[Acidianus_filamentous_virus_2]                                                                                                                                  -          arVOG_102            -            1.3e-16   59.7   0.1   3.4e-15   55.1   0.1   2.0   1   1   0   1   1   1   1 -
AAM88738.1_unknown_[Virus_PhiCh1_complete_genome.]                                                                                                                                                             -          arVOG_102            -            2.1e-05   23.3   0.0    0.0005   18.9   0.0   1.9   1   1   1   2   2   2   2 -
NP_665982.1_hypothetical_protein_PhiCh1p65_[Natrialba_phage_PhiCh1]                                                                                                                                            -          arVOG_102            -            2.1e-05   23.3   0.0    0.0005   18.9   0.0   1.9   1   1   1   2   2   2   2 -
AAS89079.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]                                                                                                                       -          arVOG_102            -            2.4e-05   23.1   0.0    0.0049   15.6   0.1   2.0   1   1   1   2   2   2   2 -
YP_025000.1_hypothetical_protein_D66_[Sulfolobus_turreted_icosahedral_virus_1]                                                                                                                                 -          arVOG_102            -            2.4e-05   23.1   0.0    0.0049   15.6   0.1   2.0   1   1   1   2   2   2   2 -
YP_009216765.1_hypothetical_protein_[Sulfolobales_Virus_YNP2]                      -          arVOG_212            -            6.4e-64  212.8   1.8   7.2e-64  212.6   1.8   1.0   1   0   0   1   1   1   1 -
YP_009219272.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2]               -          arVOG_212            -              6e-62  206.4   1.1   6.6e-62  206.3   1.1   1.0   1   0   0   1   1   1   1 -
YP_008058697.1_hypothetical_protein_HHTV1_7_[Halovirus_HHTV-1]                     -          arVOG_212            -            5.6e-50  167.6   3.7   6.2e-50  167.5   3.7   1.0   1   0   0   1   1   1   1 -
YP_008059590.1_hypothetical_protein_DNAM5_28_[Halovirus_HCTV-1]                    -          arVOG_212            -            8.1e-42  141.2   0.0     9e-42  141.1   0.0   1.0   1   0   0   1   1   1   1 -
ACZ35786.1_unknown_[Sulfolobus_spindle-shaped_virus_7_complete_genome.]            -          arVOG_212            -            6.5e-41  138.3   0.8   7.3e-41  138.1   0.8   1.0   1   0   0   1   1   1   1 -
YP_003331499.1_hypothetical_protein_SSSV7_gp16_[Sulfolobus_spindle-shaped_virus_7] -          arVOG_212            -            6.5e-41  138.3   0.8   7.3e-41  138.1   0.8   1.0   1   0   0   1   1   1   1 -
YP_008059285.1_hypothetical_protein_HGTV1_109_[Halovirus_HGTV-1]                   -          arVOG_212            -            7.4e-07   28.0   0.1   7.6e-07   27.9   0.1   1.0   1   0   0   1   1   1   1 -
YP_009216760.1_hypothetical_protein_[Sulfolobales_Virus_YNP2]                      -          arVOG_212            -              0.096   11.4   0.0      0.13   11.0   0.0   1.1   1   0   0   1   1   1   0 -
YP_008058692.1_hypothetical_protein_HHTV1_2_[Halovirus_HHTV-1]                     -          arVOG_212            -               0.11   11.2   2.0      0.12   11.0   2.0   1.2   1   0   0   1   1   1   0 -
ABP73429.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.]      -          arVOG_258            -           3.3e-114  378.0   0.3  3.6e-114  377.8   0.3   1.0   1   0   0   1   1   1   1 -
YP_001210343.1_hypothetical_protein_ABV_gp39_[Acidianus_bottle-shaped_virus]          -          arVOG_258            -           3.3e-114  378.0   0.3  3.6e-114  377.8   0.3   1.0   1   0   0   1   1   1   1 -
YP_009230317.1_hypothetical_protein_ATSV_F122_[Acidianus_tailed_spindle_virus]        -          arVOG_258            -            1.7e-40  137.6  14.4   1.9e-40  137.5  14.4   1.0   1   0   0   1   1   1   1 -
YP_009211307.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_2]                 -          arVOG_258            -            1.2e-38  131.6   3.4   1.3e-38  131.5   3.4   1.0   1   0   0   1   1   1   1 -
ABP73428.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.]      -          arVOG_258            -            1.3e-37  128.2   2.9   1.4e-37  128.1   2.9   1.0   1   0   0   1   1   1   1 -
YP_001210342.1_hypothetical_protein_ABV_gp38_[Acidianus_bottle-shaped_virus]          -          arVOG_258            -            1.3e-37  128.2   2.9   1.4e-37  128.1   2.9   1.0   1   0   0   1   1   1   1 -
YP_009197935.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_3]                 -          arVOG_258            -            4.3e-16   58.0   3.2   4.9e-16   57.8   3.2   1.0   1   0   0   1   1   1   1 -
ADJ54247.1_hypothetical_protein_[Hyperthermophilic_Archaeal_Virus_1_complete_genome.] -          arVOG_258            -            2.3e-12   45.8   2.0   2.5e-12   45.8   2.0   1.0   1   0   0   1   1   1   1 -
YP_003773422.1_hypothetical_protein_HAV1_gp24_[Hyperthermophilic_Archaeal_Virus_1]    -          arVOG_258            -            2.3e-12   45.8   2.0   2.5e-12   45.8   2.0   1.0   1   0   0   1   1   1   1 -
CAH04191.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_106            -            3.5e-67  223.4   2.5   4.3e-67  223.1   2.5   1.1   1   0   0   1   1   1   1 -
YP_077201.1_hypothetical_protein_STSV1pORF8_[Sulfolobus_virus_STSV1]                                   -          arVOG_106            -            3.5e-67  223.4   2.5   4.3e-67  223.1   2.5   1.1   1   0   0   1   1   1   1 -
CAD98956.1_hypothetical_protein_[Acidianus_filamentus_virus_1_complete_genome]                         -          arVOG_106            -              1e-57  192.7   0.8   1.2e-57  192.5   0.8   1.0   1   0   0   1   1   1   1 -
YP_003752.1_hypothetical_protein_AFV1_ORF146_[Acidianus_filamentous_virus_1]                           -          arVOG_106            -              1e-57  192.7   0.8   1.2e-57  192.5   0.8   1.0   1   0   0   1   1   1   1 -
YP_009226302.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]                                   -          arVOG_106            -            1.5e-41  140.3   0.1   1.7e-41  140.2   0.1   1.0   1   0   0   1   1   1   1 -
YP_009094227.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus]                                     -          arVOG_106            -            1.6e-37  127.3   3.8   1.7e-37  127.1   3.8   1.0   1   0   0   1   1   1   1 -
AAQ94371.1_ORF_F58_[Sulfolobus_spindle-shaped_virus_Kamchatka-1_complete_genome.]                      -          arVOG_106            -            3.3e-08   32.3   0.0   3.5e-08   32.2   0.0   1.0   1   0   0   1   1   1   1 -
NP_963974.1_ORF_F58_[Sulfolobus_virus_Kamchatka_1]                                                     -          arVOG_106            -            3.3e-08   32.3   0.0   3.5e-08   32.2   0.0   1.0   1   0   0   1   1   1   1 -
AGC34553.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.]                                    -          arVOG_106            -            7.7e-07   27.8   0.0   7.8e-07   27.8   0.0   1.0   1   0   0   1   1   1   1 -
YP_008083058.1_hypothetical_protein_HSTV1_8_[Halovirus_HSTV-1]                                         -          arVOG_106            -            7.7e-07   27.8   0.0   7.8e-07   27.8   0.0   1.0   1   0   0   1   1   1   1 -
AGC34551.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.]                                    -          arVOG_106            -            5.7e-06   25.0   0.2   5.8e-06   25.0   0.2   1.0   1   0   0   1   1   1   1 -
YP_008083056.1_hypothetical_protein_HSTV1_6_[Halovirus_HSTV-1]                                         -          arVOG_106            -            5.7e-06   25.0   0.2   5.8e-06   25.0   0.2   1.0   1   0   0   1   1   1   1 -
YP_008059457.1_hypothetical_protein_HGTV1_282_[Halovirus_HGTV-1]                                       -          arVOG_106            -            2.9e-05   22.8   0.1   2.9e-05   22.7   0.1   1.0   1   0   0   1   1   1   1 -
AAL54946.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.] -          arVOG_392            -            3.8e-91  301.8   5.7   4.2e-91  301.6   5.7   1.0   1   0   0   1   1   1   1 -
AAO61323.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]        -          arVOG_392            -            3.8e-91  301.8   5.7   4.2e-91  301.6   5.7   1.0   1   0   0   1   1   1   1 -
NP_542523.1_hypothetical_protein_HF2p029_[Halorubrum_phage_HF2]         -          arVOG_392            -            3.8e-91  301.8   5.7   4.2e-91  301.6   5.7   1.0   1   0   0   1   1   1   1 -
NP_861612.1_hypothetical_protein_HalHV1gp024_[Halovirus_HF1]            -          arVOG_392            -            3.8e-91  301.8   5.7   4.2e-91  301.6   5.7   1.0   1   0   0   1   1   1   1 -
YP_008058533.1_hypothetical_protein_HRTV5_89_[Halovirus_HRTV-5]         -          arVOG_392            -            4.1e-91  301.7   6.4   4.6e-91  301.5   6.4   1.0   1   0   0   1   1   1   1 -
YP_008058654.1_hypothetical_protein_HRTV8_92_[Halovirus_HRTV-8]         -          arVOG_392            -            1.6e-87  290.0   8.0   1.9e-87  289.8   8.0   1.0   1   0   0   1   1   1   1 -
AGC34346.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.]     -          arVOG_392            -            2.6e-69  230.9   4.9   2.9e-69  230.7   4.9   1.0   1   0   0   1   1   1   1 -
YP_007379157.1_hypothetical_protein_HSTV2_79_[Halovirus_HSTV-2]         -          arVOG_392            -            2.6e-69  230.9   4.9   2.9e-69  230.7   4.9   1.0   1   0   0   1   1   1   1 -
YP_008060062.1_hypothetical_protein_HRTV7_79_[Halovirus_HRTV-7]         -          arVOG_392            -            2.9e-67  224.2   5.6   3.3e-67  224.1   5.6   1.0   1   0   0   1   1   1   1 -
CAH04219.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_655            -           2.1e-100  332.2  22.8  2.3e-100  332.1  22.8   1.0   1   0   0   1   1   1   1 -
YP_077229.1_hypothetical_protein_STSV1pORF36_[Sulfolobus_virus_STSV1]                                  -          arVOG_655            -           2.1e-100  332.2  22.8  2.3e-100  332.1  22.8   1.0   1   0   0   1   1   1   1 -
AFU92012.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                              -          arVOG_655            -            4.8e-88  292.0  20.1   5.3e-88  291.9  20.1   1.0   1   0   0   1   1   1   1 -
YP_007348277.1_hypothetical_protein_STSV2_33_[Sulfolobus_virus_STSV2]                                  -          arVOG_655            -            4.8e-88  292.0  20.1   5.3e-88  291.9  20.1   1.0   1   0   0   1   1   1   1 -
YP_009230283.1_hypothetical_protein_ATSV_D158_[Acidianus_tailed_spindle_virus]                         -          arVOG_655            -            4.1e-10   38.6  21.7   4.9e-10   38.3  21.7   1.1   1   0   0   1   1   1   1 -
YP_008059081.1_thymidylate_synthase_[Halovirus_HCTV-5]                                                 -          arVOG_56             -           4.8e-128  424.6   1.1  5.5e-128  424.4   1.1   1.0   1   0   0   1   1   1   1 -
AGC34408.1_thymidylate_synthetase_[Halovirus_HVTV-1_complete_genome.]                                  -          arVOG_56             -           4.6e-127  421.4   0.6  5.2e-127  421.2   0.6   1.0   1   0   0   1   1   1   1 -
YP_007378944.1_thymidylate_synthetase_[Halovirus_HVTV-1]                                               -          arVOG_56             -           4.6e-127  421.4   0.6  5.2e-127  421.2   0.6   1.0   1   0   0   1   1   1   1 -
YP_008059293.1_thymidylate_synthase_[Halovirus_HGTV-1]                                                 -          arVOG_56             -           4.8e-104  346.0   0.0  5.4e-104  345.8   0.0   1.0   1   0   0   1   1   1   1 -
YP_008059600.1_thymidylate_synthase_[Halovirus_HCTV-1]                                                 -          arVOG_56             -           1.1e-103  344.8   0.3  1.3e-103  344.6   0.3   1.0   1   0   0   1   1   1   1 -
AAL54978.1_putative_phage_C31_protein_gp16-like_protein_[Halorubrum_phage_HF2_complete_genome.]        -          arVOG_56             -            1.6e-94  314.8   0.0   1.8e-94  314.6   0.0   1.0   1   0   0   1   1   1   1 -
AAO61355.1_similar_to_phage_C31_gp16_[Halovirus_HF1_complete_genome.]                                  -          arVOG_56             -            1.6e-94  314.8   0.0   1.8e-94  314.6   0.0   1.0   1   0   0   1   1   1   1 -
NP_542556.1_putative_phage_C31_protein_gp16-like_protein_[Halorubrum_phage_HF2]                        -          arVOG_56             -            1.6e-94  314.8   0.0   1.8e-94  314.6   0.0   1.0   1   0   0   1   1   1   1 -
NP_861644.1_similar_to_phage_C31_gp16_[Halovirus_HF1]                                                  -          arVOG_56             -            1.6e-94  314.8   0.0   1.8e-94  314.6   0.0   1.0   1   0   0   1   1   1   1 -
AGC34310.1_thymidylate_synthetase_[Halovirus_HSTV-2_complete_genome.]                                  -          arVOG_56             -            2.9e-93  310.7   0.2   3.5e-93  310.4   0.2   1.0   1   0   0   1   1   1   1 -
YP_007379120.1_thymidylate_synthetase_[Halovirus_HSTV-2]                                               -          arVOG_56             -            2.9e-93  310.7   0.2   3.5e-93  310.4   0.2   1.0   1   0   0   1   1   1   1 -
YP_008058614.1_thymidylate_synthase_[Halovirus_HRTV-8]                                                 -          arVOG_56             -            2.7e-92  307.5   0.0     3e-92  307.4   0.0   1.0   1   0   0   1   1   1   1 -
YP_008060023.1_thymidylate_synthase_[Halovirus_HRTV-7]                                                 -          arVOG_56             -            9.3e-92  305.7   0.1   1.1e-91  305.5   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058499.1_thymidylate_synthase_[Halovirus_HRTV-5]                                                 -          arVOG_56             -            1.3e-90  302.0   0.0   1.4e-90  301.9   0.0   1.0   1   0   0   1   1   1   1 -
YP_008059342.1_hypothetical_protein_HGTV1_167_[Halovirus_HGTV-1]                                       -          arVOG_56             -              8e-75  250.3   0.1   8.9e-75  250.1   0.1   1.0   1   0   0   1   1   1   1 -
AIA83242.1_thymidylate_synthase_ThyX_[Podovirus_Lau218_strain_TahiMoana_complete_genome.]              -          arVOG_56             -            2.6e-61  206.1   0.0   2.9e-61  205.9   0.0   1.0   1   0   0   1   1   1   1 -
YP_009230275.1_thymidylate_synthase_[Acidianus_tailed_spindle_virus]                                   -          arVOG_56             -            1.3e-31  108.8   1.2   7.4e-30  103.1   1.2   2.0   1   1   0   1   1   1   1 -
YP_009094228.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus]                                     -          arVOG_56             -            7.2e-31  106.4   1.3   1.3e-28   98.9   1.3   2.0   1   1   0   1   1   1   1 -
CAI44186.1_putative_thymidylate_synthase_[Acidianus_rod-shaped_virus_1_complete_viral_genome]          -          arVOG_56             -            8.2e-30  102.9   0.4   8.7e-28   96.3   0.4   2.0   1   1   0   1   1   1   1 -
YP_001542648.1_putative_thymidylate_synthase_[Acidianus_rod-shaped_virus_1]                            -          arVOG_56             -            8.2e-30  102.9   0.4   8.7e-28   96.3   0.4   2.0   1   1   0   1   1   1   1 -
CAH04199.1_thymidylate_synthase_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_56             -            4.1e-27   94.0   0.8   3.2e-17   61.7   0.1   2.1   1   1   1   2   2   2   2 -
YP_077209.1_thymidylate_synthase_[Sulfolobus_virus_STSV1]                                              -          arVOG_56             -            4.1e-27   94.0   0.8   3.2e-17   61.7   0.1   2.1   1   1   1   2   2   2   2 -
AFU91992.1_thymidylate_synthase_[Sulfolobus_virus_STSV2_complete_genome.]                              -          arVOG_56             -            5.7e-27   93.6   1.0   3.9e-25   87.6   1.0   2.1   1   1   0   1   1   1   1 -
YP_007348257.1_thymidylate_synthase_[Sulfolobus_virus_STSV2]                                           -          arVOG_56             -            5.7e-27   93.6   1.0   3.9e-25   87.6   1.0   2.1   1   1   0   1   1   1   1 -
YP_009226282.1_putative_Thymidylate_synthase_thyX_[Sulfolobus_monocaudavirus_SMV3]                     -          arVOG_56             -            2.6e-17   62.0   0.1   3.3e-17   61.6   0.1   1.1   1   0   0   1   1   1   1 -
AAR27909.1_ORF_D110_[Sulfolobus_spindle-shaped_virus_Ragged_Hills_complete_genome.]                    -          arVOG_56             -            9.5e-15   53.6   0.0   3.2e-08   32.2   0.0   2.0   1   1   1   2   2   2   2 -
NP_963937.1_ORF_D110_[Sulfolobus_virus_Ragged_Hills]                                                   -          arVOG_56             -            9.5e-15   53.6   0.0   3.2e-08   32.2   0.0   2.0   1   1   1   2   2   2   2 -
YP_009226281.1_putative_Thymidylate_synthase_thyX_[Sulfolobus_monocaudavirus_SMV3]                     -          arVOG_56             -            2.8e-08   32.4   0.3   3.2e-08   32.2   0.3   1.1   1   0   0   1   1   1   1 -
YP_008059286.1_hypothetical_protein_HGTV1_110_[Halovirus_HGTV-1]                                       -          arVOG_56             -            0.00083   17.7   0.6    0.0023   16.3   0.5   1.7   1   1   0   1   1   1   1 -
YP_008060075.1_hypothetical_protein_HRTV7_92_[Halovirus_HRTV-7]                                        -          arVOG_56             -             0.0099   14.2   0.0      0.02   13.2   0.0   1.5   1   1   0   1   1   1   1 -
AGC34358.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.]                                    -          arVOG_56             -               0.02   13.2   0.0     0.038   12.3   0.0   1.5   1   1   0   1   1   1   0 -
YP_007379169.1_hypothetical_protein_HSTV2_91_[Halovirus_HSTV-2]                                        -          arVOG_56             -               0.02   13.2   0.0     0.038   12.3   0.0   1.5   1   1   0   1   1   1   0 -
AAY24954.1_ORF_28_[Haloarcula_phage_SH1_complete_genome.]                           -          arVOG_182            -           3.5e-300  995.6 105.4  9.2e-216  716.8  68.2   4.4   1   1   2   3   3   3   3 -
YP_271885.1_ORF_28_[Haloarcula_hispanica_virus_SH1]                                 -          arVOG_182            -           3.5e-300  995.6 105.4  9.2e-216  716.8  68.2   4.4   1   1   2   3   3   3   3 -
AGC65549.1_capsid_protein_VP2_[Halovirus_PH1_complete_genome.]                      -          arVOG_182            -           1.2e-282  937.7  85.4    2e-266  884.1  74.3   3.6   1   1   1   2   2   2   2 -
YP_007761613.1_capsid_protein_VP2_[Haloarcula_hispanica_virus_PH1]                  -          arVOG_182            -           1.2e-282  937.7  85.4    2e-266  884.1  74.3   3.6   1   1   1   2   2   2   2 -
AGC34557.1_tower_[Halovirus_HSTV-1_complete_genome.]                                -          arVOG_182            -           5.5e-188  625.1  39.8  3.1e-187  622.6  39.8   2.1   1   1   0   1   1   1   1 -
YP_008083062.1_tower_[Halovirus_HSTV-1]                                             -          arVOG_182            -           5.5e-188  625.1  39.8  3.1e-187  622.6  39.8   2.1   1   1   0   1   1   1   1 -
AFD02300.1_VP2_[Haloarcula_hispanica_icosahedral_virus_2_complete_genome.]          -          arVOG_182            -           5.6e-187  621.8  78.1  1.4e-182  607.3  72.4   2.0   1   1   1   2   2   2   2 -
YP_005352805.1_VP2_[Haloarcula_hispanica_icosahedral_virus_2]                       -          arVOG_182            -           5.6e-187  621.8  78.1  1.4e-182  607.3  72.4   2.0   1   1   1   2   2   2   2 -
ACZ35818.1_hypothetical_protein_[Acidianus_spindle-shaped_virus_1_complete_genome.] -          arVOG_182            -            6.1e-05   20.6   0.0   6.5e-05   20.5   0.0   1.1   1   0   0   1   1   1   1 -
YP_003331438.1_hypothetical_protein_[Acidianus_spindle-shaped_virus_1]              -          arVOG_182            -            6.1e-05   20.6   0.0   6.5e-05   20.5   0.0   1.1   1   0   0   1   1   1   1 -
YP_008059369.1_hypothetical_protein_HGTV1_194_[Halovirus_HGTV-1]                    -          arVOG_182            -                  3    5.1   4.7       5.5    4.3   0.6   2.3   2   1   0   2   2   2   0 -
CAK29678.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_7_partial_viral_genome] -          arVOG_418            -            8.1e-62  205.3   5.7     9e-62  205.2   5.7   1.0   1   0   0   1   1   1   1 -
YP_001604249.1_hypothetical_protein_AFV7_gp25_[Acidianus_filamentous_virus_7]                  -          arVOG_418            -            8.1e-62  205.3   5.7     9e-62  205.2   5.7   1.0   1   0   0   1   1   1   1 -
CAJ31521.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          arVOG_418            -            2.1e-61  204.0   4.5   2.3e-61  203.8   4.5   1.0   1   0   0   1   1   1   1 -
CAJ31586.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          arVOG_418            -            2.1e-61  204.0   4.5   2.3e-61  203.8   4.5   1.0   1   0   0   1   1   1   1 -
YP_001604190.1_hypothetical_protein_AFV6_gp32_[Acidianus_filamentous_virus_6]                  -          arVOG_418            -            2.1e-61  204.0   4.5   2.3e-61  203.8   4.5   1.0   1   0   0   1   1   1   1 -
YP_001604373.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          arVOG_418            -            2.1e-61  204.0   4.5   2.3e-61  203.8   4.5   1.0   1   0   0   1   1   1   1 -
CAJ31704.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          arVOG_418            -              5e-61  202.8   3.9   5.5e-61  202.6   3.9   1.0   1   0   0   1   1   1   1 -
YP_001604308.1_hypothetical_protein_AFV8_gp27_[Acidianus_filamentous_virus_8]                  -          arVOG_418            -              5e-61  202.8   3.9   5.5e-61  202.6   3.9   1.0   1   0   0   1   1   1   1 -
AAL27743.1_hypothetical_protein_[Sulfolobus_islandicus_filamentous_virus_partial_genome.]      -          arVOG_418            -            7.4e-59  195.8   4.8   8.2e-59  195.6   4.8   1.0   1   0   0   1   1   1   1 -
NP_445697.1_hypothetical_protein_SIFV0032_[Sulfolobus_islandicus_filamentous_virus]            -          arVOG_418            -            7.4e-59  195.8   4.8   8.2e-59  195.6   4.8   1.0   1   0   0   1   1   1   1 -
ACB37263.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]               -          arVOG_418            -            5.2e-43  144.7   1.8   5.7e-43  144.6   1.8   1.0   1   0   0   1   1   1   1 -
YP_001798547.1_hypothetical_protein_AFV9_gp29_[Acidianus_filamentous_virus_9]                  -          arVOG_418            -            5.2e-43  144.7   1.8   5.7e-43  144.6   1.8   1.0   1   0   0   1   1   1   1 -
AAQ13771.1_hypothetical_protein_[His2_virus_complete_genome.]                                  -          arVOG_418            -            1.3e-28   98.2   1.3   5.3e-28   96.3   1.3   1.7   1   1   0   1   1   1   1 -
